서비스_업종_코드_명,상권_코드,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_직장_인구_수,총_상주인구_수,연도,분기,분기_sin,분기_cos
커피-음료,3110160,472086.44,228865.42,234550.98,78251.24,83868.23,69662.41,78424.984,68216.93,78131.49,141952.8,105017.73,51413.465,48005.195,45139.805,60835.215,67882.75,60393.953,60139.03,67795.664,67220.34,60783.547,64748.89,330.0,1720.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110161,583528.2,276024.78,310593.06,64831.027,80203.38,109198.06,85654.65,101002.23,146652.05,163010.67,115232.02,65067.023,68650.07,103414.27,78783.02,82450.03,80494.03,83931.336,84032.66,83692.914,86946.26,89652.03,194.0,4609.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110162,369899.97,163563.28,200525.39,60088.0,54759.01,67282.69,60414.39,50928.785,69969.02,114909.336,73605.57,32098.006,32307.002,51681.223,54119.887,50716.453,50869.316,50437.773,50003.117,51669.44,52954.547,55573.35,181.0,3566.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110163,540425.75,248304.11,294569.84,113921.22,60211.01,88484.8,84787.805,82389.09,125602.19,145537.14,119998.76,62832.133,62324.73,86211.695,72139.02,77093.01,77340.85,76585.375,78816.83,75619.445,79424.77,75771.914,740.0,2799.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110164,485315.9,208495.0,277074.97,100465.14,74014.89,88026.2,72645.01,58375.06,94258.14,106603.85,104639.57,63471.926,63588.082,81876.195,60084.992,68849.95,68043.36,67993.87,69664.85,70935.664,66795.94,67813.78,190.0,3223.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110165,703884.56,332012.16,371791.12,108536.805,98941.04,121723.02,106980.78,115521.1,152013.02,231987.03,148823.05,66486.734,61414.63,94197.51,100791.04,102029.54,101328.195,101396.51,100781.03,101242.15,96858.164,100434.38,310.0,3952.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110166,1756118.5,819561.3,931098.75,178346.95,346656.34,357292.0,261468.38,249826.89,324215.03,501414.53,368211.22,198788.69,188795.12,261867.25,229747.05,256342.67,254343.47,249782.5,250048.92,253978.06,243697.08,245396.02,439.0,5804.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110167,1576949.9,724158.9,854515.0,273013.97,220745.89,250060.75,246319.11,228816.97,352477.5,511922.66,331659.78,154361.75,144077.72,218827.95,217496.97,222862.14,221398.84,221638.22,222169.34,219763.42,227180.23,235554.9,499.0,6587.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110168,438206.53,199741.11,238051.11,122884.1,52020.156,66055.55,59630.863,63018.16,88430.41,87883.69,101601.81,63985.01,59950.797,79162.664,53425.25,66756.92,66028.79,63127.26,64229.004,63587.0,57358.99,55548.383,418.0,2486.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110169,595843.4,296109.8,298670.38,79909.97,96451.164,108536.43,91299.875,97694.23,117640.53,143326.58,137074.83,75609.484,72934.62,94384.47,73727.016,86534.0,86965.45,86785.68,86538.88,87048.58,82685.68,79576.39,603.0,2412.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110170,2080320.1,927364.0,1156621.9,291317.44,374304.06,416281.2,324387.2,312316.12,414574.53,719297.6,472522.75,209127.8,194034.8,286696.03,284807.0,297752.75,295095.66,294083.3,297628.84,290436.03,318060.72,314343.34,389.0,6050.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110171,339316.56,156308.03,181852.16,35698.1,39607.34,50746.758,49144.31,63286.855,98074.26,123320.23,69945.57,27621.611,25504.78,41280.234,48348.805,48475.11,47477.164,47562.875,47907.74,47688.17,48760.594,50700.086,222.0,2156.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110172,922679.1,414364.25,457699.3,175168.1,112845.24,145281.9,162410.83,141668.78,183515.23,238355.38,172460.14,98136.87,103472.555,152794.12,128352.95,116095.53,120996.46,124370.85,120506.66,131508.89,131676.47,130864.05,973.0,3784.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110173,323633.84,171700.53,167143.12,43418.33,43057.03,59538.895,47860.45,63181.008,73290.07,86276.68,82071.89,42182.344,35735.51,47081.8,40223.625,45044.797,48282.02,48048.426,48481.547,49059.156,48344.36,48558.56,542.0,1266.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110174,694905.44,306336.1,390897.2,96255.02,81250.02,102629.34,111231.9,107899.52,196217.05,211232.53,140808.02,68353.055,70251.02,108661.06,96709.02,96972.99,97567.87,98073.766,96558.02,96029.45,104336.24,108761.02,683.0,4553.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110175,989962.4,457035.78,529361.9,151807.17,156205.9,170659.92,175924.44,156107.66,171285.36,259940.47,198225.48,113648.57,120005.69,170722.89,124589.01,140079.39,139075.08,140596.88,140564.53,139892.17,142139.14,144485.55,874.0,4797.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110176,1352211.8,619480.3,732638.25,134763.27,170170.61,194882.58,197006.58,243274.23,411910.78,409712.53,265635.3,134288.08,136305.1,209722.53,186528.6,183669.11,187700.64,187042.31,184897.55,185132.16,201549.05,211265.95,782.0,5677.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110177,113527.03,44862.34,64188.72,15484.01,13484.792,16506.168,19180.586,18558.338,31225.559,35536.0,23643.998,11145.393,9616.595,17005.049,15326.922,13925.175,15294.0,15880.019,15882.213,15763.391,14938.834,18644.055,72.0,1457.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110178,357773.97,158580.0,199193.02,59610.926,49285.793,48987.574,63149.543,56822.434,81414.266,93827.99,76374.99,46439.996,41447.11,53490.28,41778.855,51149.996,51357.996,50293.996,50754.0,48956.008,50741.387,53921.996,293.0,1055.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110179,404819.56,177785.77,223249.02,70919.88,50229.01,53405.99,68084.42,63497.953,91572.55,113083.22,85542.98,50493.0,45262.168,54041.03,47432.492,58376.004,58804.01,58290.29,58899.758,56168.3,53905.3,54658.004,1004.0,998.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3110180,265463.78,123193.305,141561.64,28394.973,34701.777,41023.53,46619.223,47155.742,63322.35,61577.15,52548.28,35627.86,37476.09,47876.434,29559.379,37806.42,37730.992,38663.8,38492.04,38356.055,38435.625,35142.81,7034.0,1207.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3120053,2829671.0,1302029.5,1506905.9,272276.1,1194413.2,484134.28,326750.2,269178.9,308201.56,519006.28,452117.78,357959.7,409489.1,673596.8,406500.62,375652.75,389246.25,401323.78,387041.97,422762.53,465902.0,411001.3,1689.0,4002.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3120054,1939152.9,900227.06,1038927.0,255105.98,787506.94,317674.97,217454.0,176042.6,205258.22,472153.1,400757.97,250071.98,242037.98,326791.97,247342.98,281598.0,284964.97,284975.0,283266.97,277411.97,263504.97,263434.06,362.0,4920.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3120055,2552978.0,1197578.8,1362249.1,232721.77,591893.94,550202.4,372185.03,329044.2,442395.12,575169.56,490560.12,311577.62,325066.2,495777.56,338339.03,362558.34,366662.75,370929.8,367248.53,371058.44,366699.34,356517.03,3475.0,6506.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3120056,1370386.6,686086.7,680296.2,111313.89,310256.94,281542.56,214134.11,215157.6,236228.58,287383.47,270607.28,174189.39,178426.34,272635.6,184639.97,196809.38,197404.61,197383.77,197921.16,201893.14,194991.8,182335.08,7498.0,4317.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3120057,1250362.5,559258.4,691139.25,204056.9,174610.62,208294.23,200909.58,183973.05,277783.28,275915.22,259090.77,157246.73,164078.77,234379.6,159931.05,173203.05,174545.62,175421.12,174273.84,175133.86,186556.88,191421.64,2527.0,3333.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3120058,735315.0,336047.97,391702.3,146280.52,95612.01,123295.97,120567.99,107208.42,134490.5,203858.88,147963.19,78808.17,81514.44,121168.56,95617.29,103628.06,104437.805,104299.35,103983.08,103635.55,106156.17,107980.18,1201.0,1746.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3120059,957597.1,443060.56,517450.9,177250.05,137231.92,152962.8,159447.06,152403.1,174400.02,208604.05,188314.28,121518.02,134247.05,187406.89,115589.32,137225.06,137632.47,137349.22,137918.92,139442.1,136954.64,128767.01,3984.0,4133.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3120060,298390.4,145090.53,151987.23,41360.043,39752.953,48716.793,56036.13,49098.45,60751.477,60637.746,61466.15,43922.594,45827.71,53335.926,32154.447,41811.098,40658.062,41778.79,41923.504,43179.652,45617.863,42344.523,4425.0,5.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3120061,333582.2,149963.27,178054.02,108852.69,34605.05,34179.984,60030.36,47136.57,48401.004,71211.98,58207.043,36637.008,47779.844,74586.14,40825.887,47135.535,44462.004,45838.004,45388.004,46220.004,50580.0,47830.55,1505.0,238.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130074,369148.6,171177.28,198523.94,31876.217,81129.18,61609.312,52502.68,45091.03,77970.016,113618.72,76910.59,35750.56,35561.402,55755.98,51640.336,51209.426,51367.703,51895.008,50900.965,51787.906,54831.094,56667.62,5.0,423.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130075,160388.47,78492.625,80982.0,15616.485,26116.748,25187.176,23416.557,28181.783,36366.066,37871.855,29574.104,18454.293,19740.611,29620.58,20460.637,22042.543,21931.908,22061.414,22175.764,22333.912,23702.506,23683.824,11.0,94.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130076,243104.27,119784.43,121948.89,30978.627,35710.543,37699.797,37962.39,40378.414,60642.34,54336.293,48569.293,29344.441,32178.148,48999.45,30022.238,34000.74,33030.438,34571.31,33915.133,34139.77,37175.387,35517.473,30.0,701.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130077,58968.047,25837.191,33177.668,4177.821,19422.664,10431.559,8236.0,7400.351,8943.502,13299.334,11010.695,7408.07,7863.2246,11747.013,7549.5044,7985.0186,8067.2314,8300.291,8192.643,8328.761,9158.41,8489.2705,15.0,81.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130078,233877.97,109475.39,119143.1,18698.836,110379.03,38968.93,21478.73,16905.965,20442.154,60215.137,39877.008,22176.545,24018.03,46324.26,36294.168,30329.219,31153.406,31962.148,31745.75,33106.023,37176.832,34682.707,30.0,914.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130079,109168.65,50674.586,57042.59,8670.952,52462.926,16916.975,10085.973,7895.6,8791.135,21644.414,17957.129,11101.324,12124.421,23684.104,17911.674,13921.951,14357.518,15084.254,14954.899,15485.605,17637.553,16327.207,26.0,309.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130080,52587.81,24781.082,28064.404,9892.961,6541.844,9767.274,8801.829,7323.187,10307.975,11923.785,10138.334,6385.599,6695.6787,10359.085,6992.2837,7278.2056,7295.506,7317.0146,7294.3516,7303.14,7915.983,8197.11,91.0,52.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130081,742643.3,330537.9,408426.66,83180.98,123734.984,124226.46,109626.12,113244.02,186380.55,192361.05,149961.69,84662.2,88401.805,127902.0,97447.01,104361.7,102432.016,105038.445,103058.016,103940.19,110717.734,111720.72,565.0,1851.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130082,73850.27,34225.277,40441.754,7102.7783,8918.708,12415.332,10496.997,13940.377,21086.236,17567.783,13693.998,8497.03,8906.775,13438.956,10128.876,9853.174,9681.307,10125.998,9661.694,9766.493,10606.997,11710.135,22.0,215.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130083,261478.58,124720.27,135475.33,38071.61,32342.025,47597.004,41119.004,41840.53,59711.594,62002.0,51748.26,32314.688,32832.21,48413.734,33161.51,35954.06,36455.215,36954.535,36663.277,36738.54,39306.227,39660.492,736.0,822.0,2025,2,1.2246467991473532e-16,-1.0
커피-음료,3130084,275760.9,123061.57,148922.81,28031.68,35244.207,38993.562,38739.004,50592.105,81079.15,78461.77,54087.574,28520.297,28573.75,42770.29,37727.277,38109.05,38773.02,39325.887,37893.938,38981.04,38883.836,40112.57,315.0,204.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110139,1942492.6,997627.9,1045750.4,251388.92,317411.1,342973.66,308994.06,332194.0,511458.38,549453.8,420539.84,210433.11,213741.47,351598.84,288053.03,278382.53,279981.34,279600.12,279759.47,282362.97,293690.88,298225.66,104.0,4940.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110140,2218751.5,1091738.6,1229761.5,194424.81,565910.94,370374.4,321875.5,344722.16,484253.1,619824.2,450058.3,235789.02,244356.53,384484.56,304168.4,311735.03,314925.44,311865.47,309723.0,314329.16,336143.28,345039.9,194.0,5105.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110141,1808982.5,841944.94,958555.94,155547.81,764660.2,313149.03,203040.95,152767.95,203714.62,498031.47,334070.97,186467.64,196285.16,328138.1,265387.97,245992.0,248101.97,255181.62,249794.0,261047.95,282700.28,258936.19,74.0,2945.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110142,1875212.5,870185.25,1012169.75,148546.67,813047.44,332624.6,199914.61,172864.19,216037.77,595918.0,405628.1,189171.25,175070.64,255870.05,249813.2,267298.1,265503.1,266553.1,263396.47,260728.38,270857.1,277488.03,89.0,6384.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110143,182236.97,84637.01,94957.72,34128.293,21601.006,26464.408,31135.479,28271.002,38295.99,44843.21,35218.008,20152.002,21895.242,32581.006,23977.463,25323.658,24409.006,25175.0,24547.002,25108.754,27143.85,27600.805,60.0,100.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110144,374984.1,170945.55,207314.89,28906.395,206450.17,64566.01,32678.469,26905.63,28346.617,115151.56,83064.33,39292.484,35362.01,56775.01,52963.51,54330.363,54311.46,55806.97,53451.688,54211.266,54887.01,55452.008,29.0,1994.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110145,266417.97,123884.99,142532.98,41174.41,111356.99,42152.36,26661.05,20794.611,30610.732,80469.99,59009.996,34797.996,31490.998,27836.834,29652.004,40470.996,41867.996,40588.996,40844.785,37681.996,28713.389,30558.105,9.0,546.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110146,1450711.8,685428.8,768048.2,301908.94,164021.05,230620.95,242436.95,212049.95,305506.9,442173.9,284791.9,142322.45,149176.95,232425.95,199279.17,206730.95,203790.95,201063.34,202636.48,205797.95,217198.92,212441.86,594.0,3483.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110147,923671.4,468863.38,485935.5,98605.09,278120.12,175292.02,133878.11,114921.99,174068.31,298347.53,198472.08,97628.22,94473.13,139596.58,125945.42,133723.16,131455.31,129772.766,131373.11,130352.79,134106.05,137820.88,225.0,6012.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110148,753678.4,363591.97,390076.97,89776.98,323171.97,122087.41,83390.25,65514.438,75298.0,188758.0,157362.98,96946.99,86762.89,121203.1,98843.98,99169.63,110920.99,110832.99,110734.0,105512.49,102605.63,103328.22,22.0,1588.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110149,189291.02,92601.52,94574.96,22225.0,58054.727,34323.96,27715.234,21306.006,25711.992,50081.25,39661.73,24195.145,22950.258,28981.18,23115.0,27303.19,27568.568,27923.002,27933.988,26865.346,25164.45,25472.48,214.0,1065.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110150,1791310.8,891149.8,890022.1,186059.95,342835.03,382307.6,282403.16,252466.0,378797.72,581635.5,375938.6,179045.02,161025.44,254441.62,251413.38,259215.31,251205.39,260549.66,254653.25,246942.6,261902.83,274178.9,1119.0,5501.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110151,1364880.8,652299.1,706615.3,227589.3,169259.88,234385.34,244839.0,194865.64,280115.03,402457.72,278172.5,133210.02,133346.98,208587.02,186251.11,188319.16,187493.64,188689.14,187513.0,185918.02,206109.08,213370.95,720.0,4293.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110152,219324.44,110239.01,112291.6,29303.424,28129.771,39491.008,35206.01,37156.99,51397.0,82765.61,46471.625,19141.006,18058.006,26403.01,29840.566,31634.943,30940.555,31610.0,31848.61,31053.191,33237.004,32456.566,256.0,1998.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110153,282349.28,130904.01,149391.06,26291.53,62349.65,61397.56,44463.24,37948.01,51282.82,69298.24,53910.01,32370.428,33764.164,54350.78,40063.152,39701.35,40737.832,40229.418,40640.793,41523.418,41300.68,40205.703,208.0,2291.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110154,1701042.6,819181.94,896673.06,231327.34,244776.81,286866.9,283674.78,271070.88,398048.03,506139.94,343540.97,173595.2,175501.03,272263.34,237401.77,239105.03,239327.72,242889.77,238308.78,238891.6,257792.48,267806.6,1449.0,4109.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110155,1070372.1,503869.6,567474.8,193198.61,331405.2,175442.14,136337.95,114241.94,116021.04,264381.12,230954.19,142210.6,137909.95,156068.97,125676.14,160908.97,160218.89,150025.1,152235.62,153836.95,134326.77,130938.45,1480.0,4025.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110156,919824.94,421083.12,498740.1,108594.5,213001.02,205913.05,133554.05,111730.016,143332.05,292249.1,194045.06,92638.99,86592.99,126046.055,128832.65,129210.016,130352.164,138226.17,131958.05,129566.03,132944.06,133558.61,332.0,5971.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110157,1390862.2,640888.5,748577.9,262753.97,159613.84,234995.3,241140.62,180303.98,296326.7,440476.22,286090.75,132441.33,133182.02,203083.17,193364.88,194862.44,196187.48,193823.69,195249.2,193482.61,203730.5,212221.1,613.0,5379.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110158,2971411.2,1407785.5,1635261.2,330427.97,418806.53,548522.8,449729.75,517420.94,809929.94,955650.56,620808.8,284037.2,285519.97,465789.84,429759.34,431659.9,428128.2,432057.8,419022.03,426749.1,456123.1,478485.9,268.0,6201.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110159,3525380.5,1681149.2,1824305.8,406632.88,646792.2,611822.25,531173.2,535029.6,770905.75,897851.56,706134.3,401283.94,405143.22,601092.6,470928.5,503672.06,499228.03,504323.97,499278.94,499694.1,504638.97,500598.7,2715.0,8475.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110160,481499.28,235332.8,248207.97,83749.234,85052.02,94884.82,78024.016,70043.97,77414.23,199766.16,106250.86,53973.176,49084.0,80257.99,62130.254,69166.97,68825.61,67827.52,69116.25,67783.28,61176.746,66070.266,330.0,1720.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110161,596701.9,277661.38,316931.5,64831.027,80406.48,106614.99,86734.93,101198.234,147641.02,159478.2,117342.02,66663.57,68310.13,100770.2,78783.02,82841.85,80494.05,82794.04,83858.12,83201.34,87396.78,91967.914,194.0,4609.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110162,354318.12,163445.44,191362.03,59535.062,52578.01,62542.016,60188.293,48784.008,70589.34,114772.04,70731.02,32098.004,32307.006,51680.01,52731.01,50616.01,49119.008,50436.01,49825.01,49095.008,51725.02,53502.01,181.0,3566.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110163,534411.1,249629.77,292189.78,117355.56,59854.22,86974.83,82871.83,77635.96,124362.516,150546.78,115408.11,61165.39,61037.53,84407.2,69200.02,77147.32,77569.45,76577.03,76229.02,75608.625,76077.016,77155.164,740.0,2799.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110164,501819.0,210216.98,291601.97,106621.98,77907.99,93657.55,75358.99,58458.625,92585.53,105499.29,107854.75,72121.56,68513.98,90355.234,60180.793,69236.0,71961.0,73007.99,73446.98,73829.016,70540.07,69679.195,190.0,3223.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110165,730132.0,342418.03,393325.25,114306.01,107453.98,135536.55,114992.0,116243.6,154581.48,239089.8,158509.77,69887.27,64228.07,97886.14,103687.13,107914.73,106546.086,104950.58,106879.21,105990.98,101476.516,104396.336,310.0,3952.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110166,1729566.4,848557.5,915545.2,169291.02,414916.34,359468.7,248901.05,238827.83,324215.06,521806.97,431923.5,185948.05,193879.66,305113.22,229747.06,250591.05,268432.7,279538.7,272827.44,245306.05,243697.11,245389.17,439.0,5804.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110167,1570990.1,723763.3,851974.1,275494.1,222593.36,246104.03,241928.1,231735.53,340691.2,502511.03,357540.2,153440.9,143602.86,217455.97,218046.36,224574.1,248352.03,219936.77,220930.03,214632.78,224616.89,232803.5,499.0,6587.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110168,429350.28,194738.83,235211.05,123300.02,50233.984,61018.527,59096.062,57985.004,79372.06,80499.02,99802.0,64059.47,61431.11,82331.71,49523.01,64272.86,65365.008,62257.316,64239.016,63587.01,54471.004,55538.03,418.0,2486.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110169,590501.8,292106.03,311855.75,79031.76,100543.31,108466.24,86432.13,97133.0,124699.38,144673.66,140900.97,72078.03,70556.055,98488.24,73963.96,91608.35,87131.46,86511.0,89599.65,88257.57,81521.57,79559.19,603.0,2412.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110170,2286679.2,1015150.5,1262958.5,301746.03,421792.78,424122.56,358058.6,332222.94,443207.1,765219.44,495937.94,213520.3,191901.6,286753.7,303961.6,325415.03,327441.9,320777.0,322436.97,310885.22,328771.75,341676.75,389.0,6050.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110171,351933.0,157749.4,185295.42,35962.363,42350.17,53520.86,49698.31,65466.652,101012.78,129826.0,70371.53,29215.361,26408.11,42185.273,47777.63,49853.035,48763.79,46447.062,49615.367,48640.984,50474.133,50140.434,222.0,2156.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110172,800349.44,432895.84,440029.28,174971.98,116986.164,143332.02,169120.2,147936.14,203266.03,249160.06,167646.94,101641.66,102176.51,149852.03,140577.89,115210.85,115495.37,128795.32,114409.15,113147.67,137535.36,139014.7,973.0,3784.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110173,310863.03,154636.02,156228.02,38323.004,43057.0,57136.004,47539.0,55077.0,69732.01,84257.02,70591.01,37032.0,33635.004,45505.996,39843.004,44568.0,44335.99,43544.004,44098.996,44482.004,44729.0,45106.004,542.0,1266.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110174,743872.5,322555.4,405826.16,104976.44,85054.78,102102.87,110828.64,108800.234,204324.4,215475.23,147823.9,73058.62,79707.55,118893.55,99175.83,100326.66,98101.87,99574.73,103093.61,99277.734,109853.87,110552.9,683.0,4553.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110175,1018645.06,482015.97,536628.94,166325.22,178028.95,183086.0,177607.05,164954.78,165698.0,273537.1,205424.0,115834.0,120912.016,174569.0,128723.02,144183.2,141019.98,145372.97,144845.02,144100.02,149819.02,149306.05,874.0,4797.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110176,1364306.2,616270.1,745658.2,126362.04,180390.84,197619.53,202966.05,241065.5,420085.84,425157.8,265621.9,130939.15,136415.84,230217.3,189432.45,191678.83,199011.2,188907.45,187494.28,186768.4,202651.36,212881.58,782.0,5677.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110177,113534.336,51162.344,62394.01,15284.564,13780.001,16761.002,18931.0,17820.002,29390.762,35625.152,23644.002,11107.708,10854.002,15042.678,16513.47,14653.117,15361.829,17822.818,15331.0,15167.107,17476.004,18849.043,72.0,1457.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110178,357774.03,157718.52,199193.03,60773.992,49716.543,48774.484,64124.99,55998.26,78043.99,93478.24,76374.99,46439.996,42529.992,55565.977,43033.984,47608.504,51357.992,50294.0,50753.996,48955.996,50703.867,53921.992,293.0,1055.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110179,398207.03,174958.02,226353.9,70625.48,56352.992,53405.992,71674.01,60114.01,86682.01,110996.695,89180.6,50493.004,46038.0,56083.0,48146.004,58376.0,58804.004,59081.965,58014.99,56169.996,54331.004,54998.438,1004.0,998.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3110180,265133.84,124618.92,135297.58,25332.383,32288.998,40019.57,47586.996,45909.793,65314.383,60803.16,52514.156,35372.703,37532.473,46910.28,29859.16,37797.19,37707.73,38653.973,38592.902,37786.39,36871.277,34419.08,7034.0,1207.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3120053,2940599.2,1339988.5,1607292.8,272480.2,1229155.9,488059.5,328047.72,271284.44,303287.97,536462.8,475069.1,365720.56,427622.72,722446.6,418349.1,396954.3,405105.84,407222.84,410611.84,436065.22,477433.97,408622.8,1689.0,4002.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3120054,1939153.0,900226.94,1038926.94,255106.02,787506.94,317677.62,232960.4,188536.95,193394.98,472152.97,400757.97,250071.98,242037.98,326791.97,247343.02,281598.1,284965.1,284974.97,300057.88,277411.97,263504.97,279976.78,362.0,4920.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3120055,2482340.0,1210706.0,1304282.5,223744.92,616378.25,533248.25,386228.5,333005.84,435180.9,584467.75,517768.78,304241.75,315760.1,487769.3,325431.1,374273.97,360761.3,356322.84,353867.6,361597.84,352734.78,360619.44,3475.0,6506.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3120056,1355612.2,674639.5,688287.7,113563.18,309859.25,276209.97,209332.23,206143.12,242762.06,291543.06,265729.16,168363.66,176134.12,270522.38,184461.7,197262.58,199634.25,197426.53,196177.31,198827.81,194952.08,180802.02,7498.0,4317.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3120057,1288800.9,576761.9,721551.4,214019.98,174589.6,217093.42,207006.02,189140.72,286918.84,278539.4,262316.97,158179.89,169505.1,243212.03,164995.2,175793.86,181813.92,184355.83,179443.27,186135.6,188265.73,195006.73,2527.0,3333.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3120058,729702.56,333645.88,392812.12,144127.88,96276.414,125247.02,115939.68,105319.1,139661.53,214225.45,144152.55,80733.53,83885.914,121008.734,100570.72,104471.664,103963.7,103787.555,101611.44,103327.97,104118.06,99646.45,1201.0,1746.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3120059,965305.9,442646.06,516967.6,188532.55,141094.03,153062.27,161027.31,152341.31,186341.89,209695.58,188710.28,121518.016,135165.53,195474.69,119175.64,140324.39,140107.48,139887.66,140294.48,142443.66,137858.66,129035.164,3984.0,4133.0,2025,2,1.2246467991473532e-16,-1.0
